name,manufacturer,category,family,price_chf,wattage,kelvin,inside,outside,mounting,luminaire_types,image_url,product_id,source_article_id,source_article_number,kelvin_values,source_l_number,source_version,memory_type,lambda,style,mood,finish
FOCUS+ ZERO KIT 3000K AN96,Performance In Lighting - Italy,,,159.0,10.0,3000.0,False,True,"floor, wall","down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/FOCUS_P_ZERO_AN3_KIT_01.jpg,article_84,84,2.305508,3000,102263,1,hard,0.01,minimalist,ambient,white
INSERT+ 2 10W 4K AN96,Performance In Lighting - Italy,Wandeinbauleuchte,Insert+,274.0,10.0,4000.0,True,True,,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/147345.jpg,article_85,85,2.304125,4000,102261,1,hard,0.01,minimalist,focused,white
TRY S/W 23-840-88,Performance In Lighting - Italy,,,287.0,25.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/TRY_SW_angle_01_lp.jpg,article_86,86,2.305663,4000,102328,1,hard,0.01,minimalist,focused,white
MASK+ MINI B 16 S/EW 830 AN96,Performance In Lighting - Italy,Wandleuchte,Mask+,317.0,16.0,3000.0,True,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MASK_P_MINI_ANGLE_02_lp.jpg,article_87,87,2.3101604,3000,102468,2,hard,0.01,minimalist,ambient,white
DL100LED SB 9 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,162.0,10.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_88,88,2.810710933001,3000,102475,1,hard,0.01,minimalist,ambient,white
DL150LED SB 22 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,212.0,24.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_89,89,2.815712334001,4000,102482,1,hard,0.01,minimalist,focused,white
DL100LED SB 13 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,229.0,14.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_90,90,2.810711364001,4000,102477,1,hard,0.01,minimalist,focused,white
DL100LED SB 13 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,229.0,14.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_91,91,2.810711363001,3000,102479,1,hard,0.01,minimalist,ambient,white
DL100LED SB 9 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,219.0,10.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_92,92,2.810710963001,3000,102481,1,hard,0.01,minimalist,ambient,white
SL720LED SLL 66 S/C 8TW GR9006 SEIR MP,Performance In Lighting - Italy,Stehleuchte,SL720,3585.0,73.0,2700.0,True,False,,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/sl720_led_l_RAL9006.jpg,article_93,93,2.8720761778930,"2700, 6200",102464,1,hard,0.01,minimalist,cozy,white
DL100LED SB 9 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,219.0,10.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl100_led_sb.jpg,article_94,94,2.810710964001,4000,102480,1,hard,0.01,minimalist,focused,white
MASK+ B 21 S/EW 830 AN96,Performance In Lighting - Italy,Wandleuchte,Mask+,388.0,24.0,3000.0,True,True,wall,outdoor,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/MASK_P_angle_AN_01.jpg,article_95,95,2.3100767,3000,102469,1,hard,0.01,minimalist,ambient,white
"BLIZ ROUND 30 LED 21,5W 3K WH87",Performance In Lighting - Italy,,,348.0,21.5,3000.0,False,True,"ceiling, wall",,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/BLIZ_ROUND_30_front_WH1_01_lp.jpg,article_96,96,2.304244,3000,102460,1,hard,0.01,minimalist,ambient,white
DL185LED SB 32 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,275.0,35.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_97,97,2.818713364001,4000,102502,1,hard,0.01,minimalist,focused,white
DL185LED SB 8 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,205.0,9.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_98,98,2.818710833001,3000,102501,1,hard,0.01,minimalist,ambient,white
DL185LED SB 11 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,211.0,12.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_99,99,2.818711233001,3000,102499,1,hard,0.01,minimalist,ambient,white
DL185LED SB 11 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,211.0,12.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_100,100,2.818711234001,4000,102498,1,hard,0.01,minimalist,focused,white
DL185LED SB 16 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,219.0,18.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_101,101,2.818711634001,4000,102497,1,hard,0.01,minimalist,focused,white
DL185LED SB 8 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,205.0,9.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_102,102,2.818710834001,4000,102500,1,hard,0.01,minimalist,focused,white
DL185LED SB 32 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,275.0,35.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_103,103,2.818713363001,3000,102503,1,hard,0.01,minimalist,ambient,white
DL185LED SB 23 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,226.0,26.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_104,104,2.818712433001,3000,102496,1,hard,0.01,minimalist,ambient,white
DL185LED SB 32 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,234.0,35.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_105,105,2.818713334001,4000,102495,1,hard,0.01,minimalist,focused,white
DL150LED SB 22 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,212.0,24.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_106,106,2.815712333001,3000,102483,1,hard,0.01,minimalist,ambient,white
DL150LED SB 22 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,257.0,24.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_107,107,2.815712363001,3000,102487,1,hard,0.01,minimalist,ambient,white
DL150LED SB 12 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,243.0,13.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_108,108,2.815711263001,3000,102491,1,hard,0.01,minimalist,ambient,white
DL150LED SB 22 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,257.0,24.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_109,109,2.815712364001,4000,102486,1,hard,0.01,minimalist,focused,white
DL150LED SB 17 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,248.0,19.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_110,110,2.815711863001,3000,102489,1,hard,0.01,minimalist,ambient,white
DL150LED SB 12 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,243.0,13.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_111,111,2.815711264001,4000,102490,1,hard,0.01,minimalist,focused,white
DL150LED SB 12 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Einbauspot,DLSB,199.0,13.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_112,112,2.815711234001,4000,102484,1,hard,0.01,minimalist,focused,white
DL150LED SB 17 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,248.0,19.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl150_led_sb.jpg,article_113,113,2.815711864001,4000,102488,1,hard,0.01,minimalist,focused,white
ACRO+ EQ136 S/EW 840 HF,Performance In Lighting - Italy,Technische Leuchte,Acro+,258.0,23.5,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_114,114,2.3103918,4000,102551,1,hard,0.01,minimalist,focused,white
DL220LED SB 16 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,312.0,18.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_115,115,2.822720863001,3000,102525,1,hard,0.01,minimalist,ambient,white
DL220LED SB 11 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,305.0,12.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_116,116,2.822720563001,3000,102527,1,hard,0.01,minimalist,ambient,white
ACRO+ EQ136 S/EW 840 EM,Performance In Lighting - Italy,Technische Leuchte,Acro+,357.0,23.5,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_117,117,2.3103917,4000,102552,1,hard,0.01,minimalist,focused,white
DL220LED SB 11 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,305.0,12.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_118,118,2.822720564001,4000,102526,1,hard,0.01,minimalist,focused,white
ACRO+ EQ118 S/EW 840,Performance In Lighting - Italy,Technische Leuchte,Acro+,150.0,17.5,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_119,119,2.3103914,4000,102549,1,hard,0.01,minimalist,focused,white
ACRO+ EQ136 S/EW 840 DALI,Performance In Lighting - Italy,Technische Leuchte,Acro+,197.0,23.5,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_120,120,2.3103916,4000,102550,1,hard,0.01,minimalist,focused,white
"BLIZ MARINE 11,5 830",Performance In Lighting - Italy,,,521.0,13.5,3000.0,False,True,wall,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/BLIZ_MARINE_angle_01.jpg,article_121,121,2.3100278,3000,102535,1,hard,0.01,minimalist,ambient,white
DL220LED SB 46 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,275.0,51.0,3000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_122,122,2.822722333001,3000,102514,1,hard,0.01,minimalist,ambient,white
DL185LED SB 23 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,267.0,26.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_123,123,2.818712464001,4000,102504,1,hard,0.01,minimalist,focused,white
DL185LED SB 8 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,248.0,9.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_124,124,2.818710864001,4000,102510,1,hard,0.01,minimalist,focused,white
DL185LED SB 23 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,267.0,26.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_125,125,2.818712463001,3000,102505,1,hard,0.01,minimalist,ambient,white
DL185LED SB 11 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,256.0,12.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_126,126,2.818711264001,4000,102508,1,hard,0.01,minimalist,focused,white
DL185LED SB 16 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,261.0,18.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_127,127,2.818711663001,3000,102507,1,hard,0.01,minimalist,ambient,white
DL185LED SB 8 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,248.0,9.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_128,128,2.818710863001,3000,102511,1,hard,0.01,minimalist,ambient,white
DL220LED SB 46 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,275.0,51.0,4000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_129,129,2.822722334001,4000,102513,1,hard,0.01,minimalist,focused,white
DL185LED SB 16 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,261.0,18.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_130,130,2.818711664001,4000,102506,1,hard,0.01,minimalist,focused,white
DL185LED SB 11 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,256.0,12.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl185_led_sb.jpg,article_131,131,2.818711263001,3000,102509,1,hard,0.01,minimalist,ambient,white
ACRO+ EQ236 S/EW 840 DALI,Performance In Lighting - Italy,Technische Leuchte,Acro+,229.0,51.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_2x_angle_01_lp.jpg,article_132,132,2.3103920,4000,102563,1,hard,0.01,minimalist,focused,white
ACRO+ EQ258 S/EW 840 EM,Performance In Lighting - Italy,Technische Leuchte,Acro+,419.0,59.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_2x_angle_01_lp.jpg,article_133,133,2.3103933,4000,102561,1,hard,0.01,minimalist,focused,white
ACRO+ EQ158 S/EW 840 DALI,Performance In Lighting - Italy,Technische Leuchte,Acro+,220.0,33.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_134,134,2.3103928,4000,102554,1,hard,0.01,minimalist,focused,white
ACRO+ EQ258 S/EW 840 DALI,Performance In Lighting - Italy,Technische Leuchte,Acro+,249.0,59.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_2x_angle_01_lp.jpg,article_135,135,2.3103932,4000,102558,1,hard,0.01,minimalist,focused,white
ACRO+ EQ158 S/EW 840 HF,Performance In Lighting - Italy,Technische Leuchte,Acro+,274.0,33.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_136,136,2.3103930,4000,102555,1,hard,0.01,minimalist,focused,white
ACRO+ EQ158 S/EW 840,Performance In Lighting - Italy,Technische Leuchte,Acro+,158.0,33.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_137,137,2.3103927,4000,102553,1,hard,0.01,minimalist,focused,white
ACRO+ EQ258 S/EW 840 HF,Performance In Lighting - Italy,Technische Leuchte,Acro+,312.0,59.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_2x_angle_01_lp.jpg,article_138,138,2.3103934,4000,102560,1,hard,0.01,minimalist,focused,white
ACRO+ EQ158 S/EW 840 EM,Performance In Lighting - Italy,Technische Leuchte,Acro+,381.0,33.0,4000.0,True,False,ceiling,,https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/ACRO_P_1X_ANGLE_01_lp.jpg,article_139,139,2.3103929,4000,102556,1,hard,0.01,minimalist,focused,white
DL220LED SB 34 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,267.0,38.0,4000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_140,140,2.822721734001,4000,102515,1,hard,0.01,minimalist,focused,white
DL220LED SB 16 C/EW 840 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,256.0,18.0,4000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_141,141,2.822720834001,4000,102517,1,hard,0.01,minimalist,focused,white
DL220LED SB 46 C/EW 830 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,333.0,51.0,3000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_142,142,2.822722363001,3000,102521,1,hard,0.01,minimalist,ambient,white
DL220LED SB 34 C/EW 830 WH9016 OP,Performance In Lighting - Italy,Scheinwerfer,GUELL,267.0,38.0,3000.0,True,True,ceiling,"down_light, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_143,143,2.822721733001,3000,102516,1,hard,0.01,minimalist,ambient,white
DL220LED SB 46 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,333.0,51.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_144,144,2.822722364001,4000,102520,1,hard,0.01,minimalist,focused,white
DL220LED SB 34 C/EW 840 WH9016 DALI OP,Performance In Lighting - Italy,Einbauspot,DLSB,325.0,38.0,4000.0,True,False,ceiling,"down_light, recessed, spot_light",https://xgjiulkqwqxprgvlzpld.supabase.co/storage/v1/object/public/pim/opt/LO/LOwebserver/images/dl220_led_sb.jpg,article_145,145,2.822721764001,4000,102522,1,hard,0.01,minimalist,focused,white
